Log #,Complaint #,Date,Address #,Street Name,Borough,District,Work Reported,Closed,Issued Violation?
13819,12-03-02-012,3/1/12,84-17,37th avenue,Qn,JH,LED Signage,1,0
13820,12-03-02-013,3/1/12,86-06,37th Avenue,Qn,JH,LED Signage,1,1
13821,12-03-02-014,3/1/12,86-10,37th Avenue,Qn,JH,LED Signage,1,1
13822,12-03-02-015,3/1/12,86-12,37th Avenue,Qn,JH,LED Signage,1,1
13823,12-03-02-016,3/1/12,86-18,37th Avenue,Qn,JH,LED Signage,1,1
13824,12-03-05-017,3/3/12,1,West 123rd Street,Mn,MMP,Ongoing work-illegal construction; exterior and interior work; removal of doors.,1,0
13825,12-03-05-018,3/5/12,16,West 22nd Street,Mn,LM,Installed four chimneys (exhaust flues) at the rear,1,1
13826,12-03-07-019,3/6/12,550,Broadway,Mn,SOHO,"replacing skylight, mansard roof, and working on the façade",1,0
13827,12-03-07-020,3/5/12,35,West 8th Street,Mn,GV,"Awning, menu box, junction boc",1,1
13828,12-03-08-021,3/7/12,[118],West 76th Street,Mn,UWS,Possible Demo by neglect,1,1
13829,12-03-08-022,3/7/12,[450],West 145th Street,Mn,HHE,Possible Demo by neglect,1,1
13830,12-03-09-023,3/6/12,125,West 69th Street,Mn,UWS,Areaway fence,1,0
13831,12-03-09-024,3/9/12,388,Broadway,Mn,TRIE,Placing tiles on top of exterior steps. On top of diamond plate,1,1
13832,12-03-09-025,3/9/12,31,East 20th Street,Mn,LM,Replacement of windows,1,1
13833,12-03-09-026,3/9/12,646A,Vanderbilt Avenue,Bn,NOT DESIGNATED,Installation of neon in window,1,0
13834,12-03-09-027,3/9/12,610,6th Street,Bn,PS,installation of flag pole,1,1
13835,12-03-12-028,3/8/12,1213,Clove Road,SI,IL,Clearing land near landmarked building. Building not being protected,1,0
13836,12-03-12-029,3/10/12,41-34,47th Street,Qn,SUN,repointing on the weekend; repointing south façade,1,1
13837,12-03-12-030,3/12/12,166,Lafayette Avenue,Bn,FG,Installation of security door,1,0
13838,12-03-13-031,3/13/12,42,East 69th Street,Mn,UES,Installation of a light fixture without permits,1,0
13839,12-03-14-032,3/14/12,325,West 89th Street,Mn,RWE,Owner removed stonework,1,0
13840,12-03-15-033,3/14/12,23,8th Avenue,Mn,GV,"Construction; adding on an additional floor. Added ""sunroof"" visible from west side of street",1,1
13841,12-03-15-034,3/13/12,154,West 73rd Street,Mn,UWS,Demolition without protection,1,1
13842,12-03-16-035,3/16/12,105,St. Marks Avenue,Bn,PH,Installed broads over the windows and doors,1,1
13843,12-03-16-036,3/14/12,170,Central Park West,Mn,UWS,Installed glass Kiosks in noncompliance (not a bronze base),1,0
13844,12-03-16-037,3/16/12,56,Middagh Street,Bn,BH,Removal of Chimeny and demolition of rear,1,1
13845,12-03-19-038,3/16/12,551,Fifth Avenue,Mn,IL,Installation of façade without permits,1,0
13846,12-03-19-039,3/13/12,144,Clinton Street,Bn,BH,Alterations to façade,1,1
13847,12-03-19-040,3/13/12,80-21,37th Avenue,Qn,JH,Awning and signage,1,1
13848,12-03-19-041,3/13/12,83-07,37th Avenue,Qn,JH,"Signage, SF, Awning",1,1
13849,12-03-20-042,3/20/12,327,President Street,Bn,CG,Installation of stoop railing and resurfacing the brownstone without permits,1,1
13850,12-03-20-043,3/20/12,101,West 85th Street,Mn,UWS,building an iron frame for the signage at nonna; alterations to the door and vesitbule.,1,0
13851,12-03-20-044,3/5/12,41-10,47th Street,Qn,SUN,Installation of new cellar door at front façade,1,0
13852,12-03-20-045,3/5/12,39-38,47th Street,Qn,SUN,rear sidewalk in disrepair; vinyl cladding on eixsting door trim at front door,1,0
13853,12-03-20-046,3/19/12,,Washington Mews,Mn,GV,Replaving the roadbed and sidewalk in noncompliance,1,0
13854,12-03-20-047,3/20/12,1133,Dean Street,Bn,CHN,Adding silver paint to the façade.,1,1
13855,12-03-20-048,3/20/12,570,Hudson Street,Mn,GV,Installation of security cameras without permits,1,1
13856,12-03-21-049,3/21/12,30,Cornelia Street,Mn,GVE2,Storefront work without permits,1,0
13857,12-03-22-050,3/22/12,50,Livingston Street,Bn,BH,Alterations to façade (removed fake brick and restored brownstone base),1,1
13858,12-03-22-051,3/21/12,326A,President Street,Bn,CG,Installation of HVAC at the roof,1,1
13859,12-03-22-052,3/21/12,807,Madison Avenue,Mn,UES,Interior alterations,1,0
13860,12-03-22-053,3/21/12,406,Vanderbilt Avenue,Bn,FG,"Installation of mailboxes, lights and intercom",1,1
13861,12-03-22-054,3/22/12,51,Murray Street,Mn,TRSE,Painted area above sf black,1,1
13862,12-03-22-055,3/22/12,110,Greene Street,Mn,SOHO,Installation of signage without permtis. Louver in noncompliance,1,1
13863,12-03-22-056,3/22/12,388,Bleecker Street,Mn,GV,"Installation of SF in noncompliance. Missing paneled bulkhead, transom",1,0
13864,12-03-22-057,3/22/12,267-269,West 4th Street,Mn,GV,Installation of SF in noncompliance. Installed sliding doors instead of fixed display windows,1,1
13865,12-03-23-058,3/22/12,38,West 83rd Street,Mn,UWS,"Windows, chimney, planter, lights, etc",1,1
13866,12-03-23-059,3/23/12,118,West 76th Street,Mn,UWS,FTM exterior wall,1,0
13867,12-03-30-060,3/28/12,182-184,Lenox Avenue,Mn,MMP,"Replacement of awnings, rollgates",1,0
13868,12-03-30-061,3/26/12,121,East 36th Street,Mn,MURH,Destroying pediment over the door,1,0
13869,12-03-30-062,3/27/12,[762],East 18th Street,Bn,FISK,Possible Demo by neglect,1,0
13870,12-03-30-063,3/21/12,189,Prospect Place,Bn,PH,"Signs in windows and on sidewalk, need to paint brownstone",1,0
13871,12-03-30-064,3/24/12,147,Greene Avenue,Bn,CLIN,Doing interior work without permits,1,1
13872,12-03-30-065,3/24/12,149,Greene Avenue,Bn,CLIN,Interior work without permits,1,1
13873,12-03-30-066,3/27/12,265,Hicks Street,Bn,BH,Demolition work,1,0
13874,12-03-30-067,3/29/12,77,West 68th Street,Mn,UWS,Work on cornice of the first floor (on Columbus Avenue façade),1,1
13875,12-03-30-068,3/26/12,60,East 2nd Street,Mn,IL,Removal of tree and cobblestone.  Is this in the park or at the street,1,0
13876,12-03-30-069,3/29/12,137-16,Northern Boulevard,Qn,IL,Removed chainlink fence. Installed pole,1,0
13877,12-03-30-070,3/26/12,80-09,35th avenue,Qn,JH,Tearing out windows and pointing,1,0
13878,12-03-30-071,3/30/12,599,Broadway,Mn,SOHO,Installation of SF entrance in noncompliance,1,1
13879,12-04-02-001,4/2/12,489,Broome Street,Mn,SOHO,Installation of flagpole without permits,1,1
13880,12-04-03-002,4/3/12,95,Christopher Street,Mn,GV,Installation of fence at rooftop terrace (15th floor) visible from Bleecker Street. White solid fenc,1,1
13881,12-04-05-003,4/4/12,254,Front Street,Mn,SSS,Didn't install the cornice on the Dover street building,1,0
13882,12-04-05-004,4/4/12,36,West 9th Street,Mn,GV,Installation of signage at the basement,1,1
13883,12-04-05-005,4/4/12,888,Grand Concourse,Bx,GC,Alterations to entrance canopy without permtis,1,1
13884,12-04-05-006,4/4/12,69,Washington Place,Mn,GV,Putting wood deck on the 2nd floor of the rear,1,0
13885,12-04-05-007,4/5/12,80-09,35th Avenue,Qn,JH,Installation of antennas in noncompliance,1,1
13886,12-04-06-008,4/6/12,1,Chase Manhattan Plaza,Mn,IL,Installation of a metal detector? At the front entrance (at the eastern entrance),1,0
13887,12-04-06-009,4/4/12,197,Marlborough Road,Bn,PPS,ongoing roof work,1,1
13888,12-04-06-010,4/4/12,125,Buckingham Road,Bn,PPS,Alterations to façade and roof,1,1
13889,12-04-06-011,4/6/12,185,Atlantic Avenue,Bn,BH,Doing interior electrical work and construction without permits,1,1
13890,12-04-06-012,4/6/12,307,Mott Street,Mn,NOHE,Alterations to façade without permits; replaced windows,1,1
13891,12-04-09-013,4/7/12,590,Vanderbilt Avenue,Bn,PH,Removal of bluestone sidewalk without permits,1,1
13892,12-04-10-014,4/4/12,131,Buckingham Road,Bn,PPS,"Painting façade, satellite dishes",1,1
13893,12-04-10-015,4/9/12,311,6th Avenue,Mn,GVE2,Installation of neon signage and sidewalk lights,1,1
13894,12-04-10-016,4/10/12,42,West 71st Street,Mn,UWS,Exterior work,1,0
13895,12-04-10-017,4/10/12,327,Canal Street,Mn,SOHO,alterations to sf without permits,1,1
13896,12-04-10-018,4/10/12,101,West 81st Street,Mn,UWS,Installation of rooftop addition in noncompliance,1,1
13897,12-04-10-019,3/9/12,618,6th Street,Bn,PS,installation of flag pole,1,0
13898,12-04-10-020,3/9/12,616,6th Street,Bn,PS,installation of flag pole,1,0
13899,12-04-10-021,3/9/12,620,6th Street,Bn,PS,installation of flag pole,1,0
13900,12-04-10-022,3/9/12,614,6th Street,Bn,PS,installation of flag pole,1,1
13901,12-04-12-023,4/12/12,158,Baltic Street,Bn,COB,Replacement of sidewalk,1,1
13902,12-04-12-024,4/12/12,85-17,37th Avenue,Qn,JH,SF in noncompliance?,1,0
13903,12-04-12-025,4/12/12,84-16,37th Avenue,Qn,JH,Painting the roll gate; signage?,1,0
13904,12-04-12-026,4/12/12,37-01 & 37-03,82nd Street,Qn,JH,Excessive signage,1,0
13905,12-04-12-027,4/12/12,37-55,82nd Street,Qn,JH,Replacement of windows,1,0
13906,12-04-12-028,4/12/12,"37-61, 37-63, 37-65",82nd Street,Qn,JH,Vinyl Signage,1,1
13907,12-04-12-029,4/12/12,37-67,82nd Street,Qn,JH,Big sign for dentist,1,1
13908,12-04-12-030,4/12/12,37-06,82nd Street,Qn,JH,Painted stone,1,1
13909,12-04-12-031,4/12/12,37-22,82nd Street,Qn,JH,signage without permits,1,1
13910,12-04-13-032,4/13/12,140,West 13th Street,Mn,GV,Installation of awning without permtis; installed sign.,1,0
13911,12-04-13-033,4/13/12,520,West End Avenue,Mn,IL,Unstable retaining wall,1,0
13912,12-04-16-034,4/12/12,68,Jay Street,Bn,DBO,"Pearl St.-Barbershop sign, Limo Nerd sign, stewart stand sign",1,1
13913,12-04-16-035,4/12/12,155,Water Street,Bn,DBO,"Installed bike rack, FTM bluestone, doors and signage",1,1
13914,12-04-16-036,4/12/12,135,Plymouth street,Bn,DBO,New black door and window above--Mid building,1,0
13915,12-04-16-037,4/12/12,53,Pearl Street,Bn,DBO,"Installed new sign (Drapes), stairs, ramp, sf",1,1
13916,12-04-16-038,4/12/12,140,Plymouth Street,Bn,DBO,"Installed new signage, sf rapid realty. New SF beside",1,1
13917,12-04-16-039,4/12/12,111,Front Street,Bn,DBO,"Signage-Hardware, NOS, and park",1,1
13918,12-04-16-040,4/12/12,20,Jay Street,Bn,DBO,"Signage- Cheeky Dog, Park, and Melville House",1,1
13919,12-04-16-041,4/12/12,81,Washington Street,Bn,DBO,"signage-Two Trees, Rice",1,0
13920,12-04-16-042,4/12/12,18,Bridge Street,Bn,DBO,"Doorway, stairs",1,1
13921,12-04-16-043,4/12/12,568,Broadway,Mn,SOHO,Installation of signage Armani Exchange,1,1
13922,12-04-16-044,4/16/12,831,Manhattan Avenue,Bn,GP,Installation of signage without permtis,1,1
13923,12-04-16-045,4/16/12,222,West Broadway,Mn,TRIW,Installed enclosed sidewalk café,1,1
13924,12-04-19-046,4/18/12,111,West 11th Street,Mn,GV,Removing fence. Compliant?,1,1
13925,12-04-19-047,4/18/12,37-34-37-42,84th Street,Qn,JH,Repointing in noncompliance,1,1
13926,12-04-19-048,4/18/12,570,Vanderbilt Avenue,Bn,PH,Cornice and signage work without permits,1,0
13927,12-04-19-049,4/18/12,568,Vanderbilt Avenue,Bn,PH,Cornice and signage work without permits,1,1
13928,12-04-19-050,4/16/12,28,Water Street,Mn,FTB,"Neon signage, awnings in noncomplaince",1,0
13929,12-04-20-051,4/20/12,83-06,37th Avenue,Qn,JH,SF in noncompliance? Signage,1,0
13930,12-04-23-052,4/19/12,12 1/2,East 82nd Street,Mn,MET,FTM rear façade,1,1
13931,12-04-23-053,4/20/12,341,West 88th Street,Mn,RWE,erecting a roof deck,1,0
13932,12-04-23-054,4/19/12,101,Central Park West,Mn,UWS,Replacement of windows without permits,1,1
13933,12-04-23-055,4/23/12,250,Fifth Avenue,Mn,MSN,Installation of antennas without permits,1,1
13934,12-04-24-056,4/24/12,20,East 17th Street,Mn,LM,Façade in noncompliance,1,0
13935,12-04-25-057,4/24/12,83-06,37th Avenue,Qn,JH,Installation of SF in noncompliance (black instead of gray),1,0
13936,12-04-25-058,4/24/12,84-12,37th Avenue,Qn,JH,Removal of SF,1,1
13937,12-04-25-059,4/24/12,211,East 17th Street,Mn,SSQ,Signage and steps in noncompliant,1,0
13938,12-04-26-060,4/25/12,192,Underhill Avenue,Bn,PH,Replacement of windows,1,1
13939,12-04-26-061,4/26/12,33,Bank Street,Mn,GV,Replacement of sidewalk without permits,1,0
13940,12-04-26-062,4/18/12,4701,Fieldston Road,Bx,FLD,Replacement of windows without permits,1,1
13941,12-04-26-063,4/26/12,428,Grand Avenue,Bn,CLIN,Instlalation of metal lock box on concerte,1,1
13942,12-04-27-064,4/26/12,121,Arleigh Road,Qn,DOUG,Illegal masonry work without permits,1,1
13943,12-04-30-065,4/30/12,48,Cambridge Place,Bn,CLIN,Owner destroying bluestone in front areaway,1,1
13944,12-04-30-066,4/30/12,116,Montague Street,Bn,BH,Installation of storefront without permits,1,1
13945,12-04-30-067,4/15/12,34,Bethune Street,Mn,GV,Interior alts without pemits,1,0
13946,12-04-30-068,4/30/12,442,6th Avenue,Mn,GV,Painting the cornice green without permits,1,0
13947,12-04-30-069,4/30/12,337,President Street,Bn,CG,Aluminum and plastic awning at windows and doors,1,0
13948,12-04-30-070,4/30/12,20,West 94th Street,Mn,UWS,Installed air handler in wrong location,1,0
13949,12-05-07-001,5/5/12,156,Wooster Street,Mn,SOHO,installed hvac condenser on the side of the building,1,1
13950,12-05-07-002,5/2/12,39-47,45th Street,Mn,SUN,Wire fence in the rear,1,0
13951,12-05-07-003,5/2/12,425,Henry Street,Bn,COB,"raking, removing parapet and caulking around the windows",1,0
13952,12-05-07-004,5/2/12,1361,Madison Avenue,Mn,CARE,Installed a canopy at the main entrance without permits,1,0
13953,12-05-07-005,5/3/12,39-07,45th Street,Qn,SUN,Replacement of windows (proof in complaint file),1,0
13954,12-05-07-006,5/7/12,84,Bedford Street,Mn,GV,"Rescessed entrance and surround in noncompliance, fixtures, cameras",1,1
13955,12-05-08-007,5/7/12,309,Elizabeth Street,Mn,NOHE,Façade work without permits?,1,0
13956,12-05-09-008,5/9/12,113-115,East 72nd Street,Mn,UESX,Replacing stone façade at window outside doctors offce with plaster,1,1
13957,12-05-09-009,5/9/12,567,1st Street,Bn,PS,Installed a vent and work at sidewall without permits,1,1
13958,12-05-10-010,5/10/12,687,Greenwich Street,Mn,GV,Erecting a structure on the roof,1,1
13959,12-05-10-011,5/7/12,248,West 10th Street,Mn,GV,added ceramic tiles to a wall (at the rear?),1,1
13960,12-05-10-012,5/10/12,473,West 142nd Street,Mn,HHE,Making stoop repairs without permits,1,1
13961,12-05-10-013,5/10/12,40,South Oxford Street,Bn,FG,Large piece of cornice fell off the building,1,1
13962,12-05-10-014,5/10/12,45,West 81st Street,Mn,UWS,Installation of illuminated awning without permits (Calle Ocho),1,1
13963,12-05-11-015,5/9/12,226,West 79th Street,Mn,UWS,"installation of illegal signs, bracket signage, awning, vertical sign on the nw corner of the buildi",1,1
13964,12-05-14-016,5/12/12,474,6th Avenue,Mn,GV,Painted storefront white,1,1
13965,12-05-14-017,5/11/12,705,Greenwich Street,Mn,GV,Replacement of Storefront without permits,1,1
13966,12-05-14-018,5/10/12,133,Fort Greene Place,Bn,BAM,Adding or changing a wall. The back windows are pulled out,1,0
13967,12-05-14-019,5/10/12,21,Montgomery Place,Bn,PS,Installation of awnings and security grilles,1,1
13968,12-05-14-020,5/14/12,614,West 157th Street,Mn,AUPK,Installed a for rent sign without permits,1,1
13969,12-05-14-021,5/14/12,601,West 156th Street,Mn,AUPK,Installed signs at the corner storefront; flashing sign,1,1
13970,12-05-15-022,5/15/12,28,7th Avenue South,Mn,GV,Installation of exhaust equipment without permits,1,1
13971,12-05-15-023,5/14/12,220,Water Street,Bn,DBO,Installation of canvas wall sign and banner signage on façade,1,1
13972,12-05-15-024,5/14/12,790,Riverside Drive,Mn,AUPK,Removal of entrance railings at West 157th Street entrance,1,1
13973,12-05-16-025,5/15/12,154,West 70th Street,Mn,UWS,Jackhammering façade,1,1
13974,12-05-16-026,5/16/12,258,West 91st Street,Mn,RWE,Erected a huge tent in the backyard,1,1
13975,12-05-16-027,5/16/12,70,Broad Street,Mn,IL,"Installation of light fixtures, ftm paint",1,0
13976,12-05-16-028,5/16/12,651,Bergen Street,Bn,PH,Advertising sign on the building,1,1
13977,12-05-18-029,5/17/12,196,8th Avenue,Bn,PS,Installation of roof deck and fence without permits,1,0
13978,12-05-18-030,5/17/12,20,Greenwich Avenue,Mn,GV,"Alterations to façade (painted white, new sf, new signage) without permits",1,1
13979,12-05-18-031,5/18/12,37-06,82nd Street,Qn,JH,Installed new temp signage and new lights and speakers,1,1
13980,12-05-18-032,5/18/12,83-01,37th Avenue,Qn,JH,Taco bell signage illegal?,1,1
13981,12-05-18-033,5/18/12,69,Washington Place,Mn,GV,Unauthorized construction on 2nd fl rear,1,1
13982,12-05-21-034,5/21/12,123,East 94th sTreet,Mn,CARE,Installed a heating unit. Raised the roof line at the rear,1,0
13983,12-05-21-035,5/17/12,991,Lexington Avenue,Mn,UES,Hazardous exhaust vents installed at the rear without LPC permits,1,1
13984,12-05-21-036,5/21/12,304,West 77th Street,Mn,WEC,Installation of exhaust flue at front areaway,1,1
13985,12-05-24-037,5/24/12,39-46,48th street,Qn,SUN,Removed fence and installed a short green fence,1,0
13986,12-05-24-038,5/18/12,114,East 10th Street,Mn,SMA,erected a sauna on the roof; deck; painting the base of the building with sand texture paint,1,1
13987,12-05-29-039,5/23/12,1055,Grand Concourse,Bx,GC,Painted the façade of the building.,1,1
13988,12-05-29-040,5/27/12,949,East 156th Street,Bx,LW,Erected a new façade; enclosed the stoop; the stoop was damaged in an accident. Trash in back yard;,1,0
13989,12-05-29-041,5/29/12,156,Spring Street,Mn,SOHO,Attached an atm to the front of the building,1,1
13990,12-05-29-042,5/25/12,161,9th Avenue,Mn,CHEL,New awning the the first floor rear,1,0
13991,12-05-29-043,5/26/12,211,Clinton street,Bn,COB,installation of light fixtures without permits,1,1
13992,12-05-29-044,5/25/12,106,East 10th Street,Mn,SMA,Removal of roof without permits,1,0
13993,12-05-29-045,5/25/12,110,East 10th Street,Mn,SMA,Removal of roof without permits,1,0
13994,12-05-29-046,5/22/12,140,Bergen Street,Bn,BOE,Noncompliance,1,1
13995,12-05-30-047,5/30/12,333,Henry Street,Bn,COB,replacing the windows at the 1st and 2nd floors in the rear. One window is being replaced with a doo,1,0
13996,12-05-30-048,5/30/12,44,West 73rd Street,Mn,UWS,FTM building,1,1
13997,12-05-31-049,5/29/12,594,Broadway,Mn,SOHO,"Installation of signage (""Desigual"") without permits; signage is illuminated",1,1
13998,12-05-31-050,5/30/12,442,6th avenue,Mn,GV,"Signband not centered, strip of masonry painted, back lit lights on signage; cast iron column covere",1,1
13999,12-05-31-051,5/30/12,37-01,Bowne Street,Qn,IL,Construction on landmark cemetary (there is no cemetary?),0,0
14000,12-05-31-052,5/31/12,40,Cambridge Place,Bn,CLIN,Construction,1,0
14001,12-05-31-053,5/21/12,7,Old Fulton Street,Bn,FF,Cornice fell,1,1
14002,12-05-31-054,5/31/12,137,West 77th Street,Mn,UWS,Large piece of façade fell off,1,1
14003,12-05-31-055,5/1/12,1127,Forest Avenue,Bx,MHS,FTM bay window,1,1
14004,12-05-31-056,5/1/12,1130,Jackson Avenue,Bx,MHS,Replacement of windows,1,1
14005,12-05-31-057,5/1/12,1133,Forest Avenue,Bx,MHS,Removal of windows and door,1,1
14006,12-06-01-001,6/1/12,174,West 72nd Street,Mn,UWS,Installation of wall sign without permits,1,1
14007,12-06-01-002,6/1/12,227,Columbus Avenue,Mn,UWS,installation of roll gate,1,1
14008,12-06-01-003,6/1/12,885,St. Nicholas Avenue,Mn,HSNW,Replacement of door,1,1
14009,12-06-01-004,6/1/12,147,Kane Street,Bn,COB,Installation of HVAC in noncompliance?,1,0
14010,12-06-01-005,6/1/12,35-56,87th Street,Qn,JH,Outside and inside repairs,1,0
14011,12-06-04-006,6/4/12,106,Kent Street,Bn,GP,Removal of cornice,1,1
14036,12-06-18-031,6/15/12,638,Bergen sTreet,Bn,PH,painting,1,1
14012,12-06-04-007,6/4/12,100-104,Christopher Street,Mn,GV,Installation of lights at signage,1,1
14013,12-06-04-008,6/3/12,738,Broadway,Mn,NOHO,Painting façade without permits,1,0
14014,12-06-04-009,6/1/12,140,Plymouth Street,Mn,DBO,Installation of signage without permtis,1,1
14015,12-06-07-010,6/6/12,25,East 13th Street,Mn,GV,Extensive work at 1st floor,1,1
14016,12-06-07-011,6/6/12,3,West 73rd Street,Mn,CP73,Windows being installed without permits,1,0
14017,12-06-07-012,6/6/12,737,Park Avenue,Mn,UES,Wrapping building in advertising with lights,1,0
14018,12-06-08-013,6/7/12,308-310,Bleecker Street,Mn,GV,alteration to SF without permits,1,1
14019,12-06-08-014,6/7/12,237,Lenox Avenue,Mn,MMP,Construction on 1st Floor,1,1
14020,12-06-08-015,6/8/12,1,West 123rd Street,Mn,MMP,Work beyond scope of permits,1,1
14021,12-06-08-016,6/8/12,593,11th sTreet,Bn,PS,Adding a 1 story addition at the rear with industrial chimneys,1,0
14022,12-06-08-017,6/8/12,[6],South Oxford Street,Bn,FG,"Holes in the roof, Broken windows, animals",1,0
14023,12-06-08-018,6/7/12,66,Hicks Street,Bn,BH,Removal of a portion of the cornice,1,1
14024,12-06-11-019,6/10/12,11,Abingdon Square,Mn,GV,Installation of dutch flags on fire escape,1,1
14025,12-06-11-020,6/8/12,195,6th avenue,Bn,PS,Replacement of stoop ironwork,1,0
14026,12-06-11-021,6/11/12,3,Pierrepont Place,Bn,BH,Replacement of ac units at roof without permtis,1,0
14027,12-06-11-022,6/11/12,21,9th Avenue,Mn,GANS,"Installation of sign, camera, conduit, and junction box",1,1
14028,12-06-12-023,6/12/12,249,Centre Street,Mn,SOHE,Installation of banner sign installed into cast iron column; added an additional sign.,1,1
14029,12-06-12-024,6/11/12,453,West 140th Street,Mn,HH,Building a deck at the 2nd floor,1,0
14030,12-06-13-025,6/13/12,86-88,Franklin Street,Mn,TRIE,Visible penthouse on Franklin Street and Church Street; table on street with lamps,1,1
14031,12-06-13-026,6/13/12,24,West 88th Street,Mn,UWS,Installed cell phone antennas? At the roof,1,1
14032,12-06-18-027,6/18/12,389,6th Avenue,Mn,GV,Installation of new petland discount sign,1,1
14033,12-06-18-028,6/18/12,10,West 28th Street,Mn,MSN,Electrical and plumbing work,1,1
14034,12-06-18-029,6/18/12,36,West 123rd Street,Mn,MMP,Unauthorized work without permits?,1,0
14035,12-06-18-030,6/13/12,67,Pineapple Street,Bn,BH,Possible FTM,1,1
14037,12-06-18-032,6/18/12,48,Washington Mews,Mn,GV,"Door and window hoods removed, windows and doors replaced",1,1
14038,12-06-19-033,6/19/12,59,West 8th Street,Mn,GV,"Installation of vinyl signage, led signage, and projecting signage",1,1
14039,12-06-19-034,6/16/12,17,East 17th Street,Mn,LM,"Building added 2 floors, brickwork at the rear changes. Front of building altered",1,0
14040,12-06-19-035,6/19/12,580,Carlton Street,Bn,PH,Removing sidewall,1,0
14041,12-06-19-036,6/19/12,93,South Street,Mn,SSS,Illegal signage at the Heartland Brewery,1,0
14042,12-06-19-037,6/19/12,58-60,West 8th Street,Mn,GV,Installation of sf in noncompliance (its to the far left) and installation of awning without permits,1,0
14043,12-06-20-038,6/7/12,,Franklin Place,Mn,TRIE,Alterations to road bed,1,0
14044,12-06-20-039,6/1/12,225,Columbus Avenue,Mn,UWS,"SF, signage, etc",1,1
14045,12-06-20-040,6/1/12,229,Columbus Avenue,Mn,UWS,"Door, signage",1,1
14046,12-06-20-041,6/15/12,1159,Dean Street,Bn,CHN,Removal of areaway fence,1,1
14047,12-06-21-042,6/19/12,143,7th Avenue South,Mn,GV,Installation of a large flag at the sidewalk,1,1
14048,12-06-21-043,6/19/12,101,West 85th Street,Mn,UWS,Removal of steel stairs at front,1,0
14049,12-06-21-044,6/21/12,138-140,Greenpoint Avenue,Bn,GP,façade work,1,1
14050,12-06-21-045,6/21/12,42,West 69th Street,Mn,UWS,Adding an addition at the roof,1,0
14051,12-06-21-046,6/20/12,173,6th Avenue,Bn,PS,Painting trim multiple colors,1,0
14052,12-06-22-047,6/15/12,23,Park Place,Mn,IL,"FTM building? Also, removal of portion of fire escape",1,0
14053,12-06-22-048,6/22/12,714,St. Nicholas Avenue,Mn,HHSU,Installing a structure on the roof,1,0
14054,12-06-22-049,6/20/12,64,St. James Place,Bn,CLIN,"Major interior demolition, Cast iron gate and steps removed, cornice removed; replaced windows",1,1
14055,12-06-22-050,6/20/12,47-65,St. James Place,Bn,CLIN,Double doors opposite 66 St. James place repainted,1,0
14056,12-06-25-051,6/22/12,21-49,45th Avenue,Qn,HUP,Parapet repairs,1,1
14057,12-06-25-052,6/25/12,28,West 130th Street,Mn,IL,Possible failure to maintain (obvious from rear and front,1,0
14058,12-06-25-053,6/25/12,241,Prospect Place,Bn,PH,Installation of new chain link fence,1,0
14059,12-06-26-054,6/20/12,163,Waverly Place,Mn,GV,Interior alts without permits,1,0
14060,12-06-26-055,6/20/12,430,West 20th Street,Mn,CHEL,Stoop work in noncompliance,1,1
14061,12-06-26-056,6/25/12,40,West 69th Street,Mn,UWS,Unauthorized construction,1,0
14062,12-06-26-057,6/25/12,884,Lexington Avenue,Mn,UES,Installation of antennas in noncompliance,1,1
14063,12-06-26-058,6/25/12,1065,Clay Avenue,Bx,CA,Removal of top floor of building,1,1
14064,12-06-27-059,6/27/12,40,South Oxford Street,Bn,FG,Possible FTM,1,0
14065,12-06-27-060,6/27/12,106,Kent Street,Bn,GP,Removal of cornice and installation of parapet,1,0
14066,12-06-29-061,6/29/12,83-07,37th Avenue,Qn,JH,Installation of LED signage,1,1
14067,12-06-29-062,6/29/12,84-04,37th Avenue,Qn,JH,Installation of LED signage,1,1
14068,12-06-29-063,6/29/12,84-18,37th Avenue,Qn,JH,Installation of LED signage; affixed signage to the bulkhead,1,1
14069,12-06-29-064,6/29/12,85-09,37th Avenue,Qn,JH,Three dental signs affixed to the building,1,1
14070,12-06-29-065,6/29/12,80-13,37th Avenue,Qn,JH,Has numerous signs affixed below the show window and to the awning,1,1
14071,12-06-29-066,6/19/12,127,West 72nd Street,Mn,UWS,Flagpole; neon signage at 2nd floor,1,1
14072,12-06-29-067,6/19/12,151,West 72nd Street,Mn,UWS,Front of building falling apart,1,0
14073,12-06-29-068,6/29/12,1,Bogardus Place,Mn,NOT DESIGNATED,Doing electrical work at night,1,0
14074,12-06-29-069,6/29/12,52,Greene Street,Mn,SOHO,Painting building façade,1,1
14075,12-06-29-070,6/20/12,355,6th Avenue,Mn,GV,Installation of signage,1,1
14076,12-06-29-071,6/28/12,1989,Morris Avenue,Bx,MA,Removal of door,1,1
14077,13-07-02-001,7/2/12,45,East 74th Street,Mn,UES,Façade is bright white marble should be limestone,1,1
14078,13-07-02-002,7/2/12,79-07,37th Avenue,Qn,JH,Installation of new security roll gate,1,1
14079,13-07-02-003,7/2/12,601,West 156th Street,Mn,AUPK,Installed a new barber pole,1,1
14080,13-07-05-004,7/2/12,286,Hicks Street,Bn,BH,Transom windows installed detracts from the house,1,0
14081,13-07-05-005,7/5/12,200,East 66th Street,Mn,IL,Repointing and brick replacement that doesn't match,1,0
14082,13-07-09-006,6/29/12,220,West 139th Street,Mn,SNIC,Installation of lawn at front areaway without permits,1,0
